id,state,county,perc_debt_student,med_debt_student,perc_debt_collect,med_debt_collect,med_monthdebt_student,perc_debt_student_nw,med_debt_student_nw,perc_debt_collect_nw,med_debt_collect_nw,med_monthdebt_student_nw,perc_debt_student_wh,med_debt_student_wh,perc_debt_collect_wh,med_debt_collect_wh,med_monthdebt_student_wh,perc_pop_wh,perc_pop_ba,perc_pop_whba,perc_pop_nwba,avg_income,avg_income_wh,avg_income_nw,ACS5yrdataflag
01051,Alabama,Elmore,0.1518405,14725,0.0291411,n<50,152,N/A,N/A,N/A,N/A,N/A,0.1500412,15247.5,0.0305029,n<50,160,0.736463487,0.20747292,0.232840344,0.126438528,72415.89063,78906.19531,51993.50391,0
01053,Alabama,Escambia,0.0987055,12993,0.02589,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.0869565,n<50,0.0190217,n<50,n<50,0.606906533,0.125389323,0.139080808,0.101046786,44902.73828,51201.77344,33931.89453,1
01055,Alabama,Etowah,0.0980392,14938,0.0095068,n<50,144,N/A,N/A,N/A,N/A,N/A,0.0989802,14938,0.0095981,n<50,144,0.785218656,0.172953561,0.186639503,0.112200685,52932.75,54686.13672,45136.95703,0
01057,Alabama,Fayette,0.0797101,n<50,0.0144928,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.0797101,n<50,0.0144928,n<50,n<50,0.853042126,0.141161621,0.142661452,0.131927714,46339.50391,49566.36719,28164.4668,1
01059,Alabama,Franklin,0.0803383,n<50,0.0190275,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.0803383,n<50,0.0190275,n<50,n<50,0.785009801,0.114116251,0.126550585,0.051699515,47561.98828,47790.32813,46174.54297,1
01061,Alabama,Geneva,0.0882353,n<50,0.0189076,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.0893617,n<50,0.0191489,n<50,n<50,0.840350568,0.123494297,0.130673409,0.077769049,49043.70313,50789.29688,37843.03516,1
01063,Alabama,Greene,0.1603053,n<50,0.0152672,n<50,n<50,0.1538462,n<50,0.0153846,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.177877426,0.10940402,0.222843453,0.078998074,33109.83984,57454.11328,27120.90234,1
01065,Alabama,Hale,0.173913,n<50,0.0158103,n<50,n<50,0.1691176,n<50,0.0220588,n<50,n<50,0.1888889,n<50,0.0111111,n<50,n<50,0.399514943,0.138740137,0.176179782,0.110118538,46126.67578,63319.12891,33135.57422,1
01067,Alabama,Henry,0.1094891,n<50,0.0218978,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.1107011,n<50,0.0221402,n<50,n<50,0.683283091,0.165233761,0.188763782,0.106868051,54837.00391,61781.76953,37317.16797,1
01069,Alabama,Houston,0.1302857,17342.5,0.02,n<50,167.5,N/A,N/A,N/A,N/A,N/A,0.1154163,18102,0.0140148,n<50,167,0.672237515,0.212694764,0.25475055,0.108509399,62156.85547,72079.07031,40178.60938,0
01071,Alabama,Jackson,0.0809578,12231,0.0079818,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.0809578,12231,0.0079818,n<50,n<50,0.894419193,0.124442056,0.125007406,0.118838027,48877.26172,49388.73828,43508.04688,1
01073,Alabama,Jefferson,0.1658698,19709.5,0.0254716,9466,168,0.1637873,16805,0.0367961,8958,146.5,0.1605273,22360.5,0.0162854,8975.5,186,0.505223632,0.315733016,0.410179645,0.204732686,68795.25781,88765.78125,46069.08984,0
01075,Alabama,Lamar,0.0892857,n<50,0.0133929,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.0892857,n<50,0.0133929,n<50,n<50,0.859973133,0.115004495,0.117171489,0.099595144,47505.29297,49923.39844,32744.79102,1
01077,Alabama,Lauderdale,0.1383266,14107,0.0188934,n<50,136,N/A,N/A,N/A,N/A,N/A,0.138587,14383.5,0.0183424,n<50,136,0.849423647,0.234847769,0.244288132,0.171823815,59626.14063,62086.04297,43721.08984,0
01079,Alabama,Lawrence,0.0732601,n<50,0.018315,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.0709677,n<50,0.0172043,n<50,n<50,0.765289128,0.11119698,0.108777277,0.120244153,52205.09766,52924.33594,49640.57422,1
01081,Alabama,Lee,0.1654512,23282,0.0209663,n<50,174,n<50,n<50,n<50,n<50,n<50,0.1684272,23969,0.0199531,n<50,188,0.681968689,0.34263429,0.399140596,0.220206812,62398.83984,70404.66406,45859.51172,0
01083,Alabama,Limestone,0.1476648,13680,0.0157967,n<50,121,N/A,N/A,N/A,N/A,N/A,0.1238012,12393.5,0.016565,n<50,114,0.774235666,0.259184837,0.251775801,0.287954867,72790.01563,70303.34375,86185.70313,0
01085,Alabama,Lowndes,0.1551724,n<50,0.0402299,n<50,n<50,0.147651,n<50,0.0402685,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.252839327,0.141429558,0.289499521,0.083026901,45423.44531,84547.47656,31414.24023,1
01087,Alabama,Macon,0.224026,23196,0.0422078,n<50,n<50,0.2320675,27215,0.0421941,n<50,n<50,0.2131148,n<50,0.0491803,n<50,n<50,0.160855234,0.193345174,0.210254207,0.189444393,41830.32813,49491.05078,40211.75,1
01089,Alabama,Madison,0.1729539,19905,0.0202088,10210,174,0.1791045,17082.5,0.0386304,n<50,147,0.1598303,18920,0.0139085,12554,171.5,0.650640488,0.413539678,0.457367152,0.315047562,79586.40625,87165.59375,62751.08203,0
01091,Alabama,Marengo,0.167147,12637,0.0317003,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.2264151,n<50,0.0377358,n<50,n<50,0.457647979,0.15272437,0.198842555,0.108603068,50336.11719,69855.28125,34408.3125,1
01093,Alabama,Marion,0.1049251,n<50,0.0085653,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.1049251,n<50,0.0085653,n<50,n<50,0.918089986,0.115381062,0.117022865,0.094483197,47656.03906,47658.30078,47621.4375,1
01095,Alabama,Marshall,0.0910317,9986,0.0128119,n<50,107,N/A,N/A,N/A,N/A,N/A,0.0912779,9986,0.0128465,n<50,107,0.826904714,0.16752319,0.186862767,0.040076111,59937.82422,63717.95703,33207.46094,0
01097,Alabama,Mobile,0.1782603,15302.5,0.0375661,5434,149,0.202337,14864,0.0639606,4007,127.5,0.1643123,17079,0.0257745,6504.5,144,0.574939489,0.234988213,0.277115315,0.168817699,59770.92578,71437.08594,42425.71484,0
01099,Alabama,Monroe,0.0843373,n<50,0.0120482,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.0504202,n<50,0,n<50,n<50,0.548363864,0.122443505,0.16034919,0.069276623,39436.54688,47106.74609,28918.95703,1
01101,Alabama,Montgomery,0.2088673,22545,0.0474116,6344,180,0.2028841,19066.5,0.0591745,6344,170.5,0.2015748,20421.5,0.0362205,n<50,144,0.358724862,0.315761864,0.446924865,0.226124674,62164.60547,84500.125,47340.37891,0
01103,Alabama,Morgan,0.118408,11306,0.0179104,n<50,147,N/A,N/A,N/A,N/A,N/A,0.1061254,11185,0.0121083,n<50,148,0.768144846,0.22211723,0.245090052,0.128436983,62509.60547,67963.50781,42134.13672,0
01105,Alabama,Perry,0.192,n<50,0.056,n<50,n<50,0.192,n<50,0.056,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.299960166,0.13246116,0.176470593,0.109308712,38794.63672,56341.83984,30613.89648,1
01107,Alabama,Pickens,0.1331269,n<50,0.0309598,n<50,n<50,0.1702128,n<50,0.0319149,n<50,n<50,0.1022727,n<50,0.0227273,n<50,n<50,0.552326739,0.098923333,0.130429432,0.054096639,42938.73438,51899.51953,29463.80664,1
01109,Alabama,Pike,0.1721312,16940.5,0.0184426,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.1413043,n<50,0.0163043,n<50,n<50,0.57128638,0.23387675,0.293502688,0.146873429,48557.8125,60498.87109,31902.06055,1
01111,Alabama,Randolph,0.1016949,n<50,0.0254237,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.1016949,n<50,0.0254237,n<50,n<50,0.751898646,0.150749251,0.158827379,0.120799273,46845.45313,49909.0625,35587.04688,1
01113,Alabama,Russell,0.1728016,16298,0.0255624,n<50,154,n<50,n<50,n<50,n<50,n<50,0.0872483,n<50,0,n<50,n<50,0.498027503,0.170884416,0.170979068,0.170777887,49745.73047,55232.5,43807.42578,1
01115,Alabama,St Clair,0.1260193,19178.5,0.0140845,n<50,151,N/A,N/A,N/A,N/A,N/A,0.1262064,19178.5,0.0141054,n<50,151,0.862783015,0.131810665,0.131613269,0.133200273,64480.91406,64487.86328,64422.91797,0
01117,Alabama,Shelby,0.1719953,19044,0.0159858,8551,164,n<50,n<50,n<50,n<50,n<50,0.1720944,19005,0.0158351,9067,166,0.788168848,0.404376775,0.424178451,0.318350643,92322.96094,95053.3125,79027.22656,0
01119,Alabama,Sumter,0.1887755,n<50,0.0357143,n<50,n<50,0.1865285,n<50,0.0362694,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.24825725,0.16313976,0.380116969,0.089861751,31840.68555,57644.25,23762.55859,1
01121,Alabama,Talladega,0.1023326,13036,0.0263356,n<50,119,N/A,N/A,N/A,N/A,N/A,0.1012658,12125,0.02391,n<50,n<50,0.637093723,0.146144688,0.160076141,0.118753955,50643.65234,54472.62109,43434.57031,0
01123,Alabama,Tallapoosa,0.1138686,14854.5,0.020438,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.105802,n<50,0.0102389,n<50,n<50,0.690302014,0.173343018,0.204668626,0.089662179,51602.33594,59668.52344,31218.99219,1
01125,Alabama,Tuscaloosa,0.1430329,20567,0.0230698,6112,156.5,n<50,n<50,n<50,n<50,n<50,0.1177582,17191,0.0151134,n<50,143,0.635300159,0.309932142,0.363495529,0.20649685,65629,74806.71094,46491.26953,0
01127,Alabama,Walker,0.0813743,14769,0.0099458,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.0792172,14082,0.0093197,n<50,n<50,0.895802677,0.09407527,0.097723074,0.051511757,50172.44922,51403.17188,35826.76172,0
01129,Alabama,Washington,0.1348315,n<50,0.0224719,n<50,n<50,0.171875,n<50,0.03125,n<50,n<50,0.127551,n<50,0.0204082,n<50,n<50,0.651703238,0.099148415,0.11802192,0.058711085,51776.63281,54063.4375,47099.70313,1
01131,Alabama,Wilcox,0.1530612,n<50,0.0306122,n<50,n<50,0.1526316,n<50,0.0315789,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.273520261,0.124881744,0.232388318,0.075527512,36924.71875,59550.51953,27190.6582,1
01133,Alabama,Winston,0.0619718,n<50,0.0112676,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.0623229,n<50,0.0113314,n<50,n<50,0.942975521,0.113906443,0.111515373,0.16578947,45018.33984,45770.10938,26658.91797,1
02013,Alaska,Aleutians East,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.149818406,0.140476197,0.281795502,0.113732889,71231.45313,83820.51563,66272.125,1
02016,Alaska,Aleutians West,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.277621388,0.147389963,0.232724383,0.106832765,94923.28906,115715.2344,77917.73438,1
02020,Alaska,Anchorage,0.1525974,14513,0.023336,6867,177,n<50,n<50,n<50,n<50,n<50,0.1524483,13691,0.0206966,n<50,172,0.58738178,0.356015086,0.43754825,0.201702043,105888.2188,115460.6406,84170.00781,0
02050,Alaska,Bethel,0.1627907,n<50,0.0139535,n<50,n<50,0.1666667,n<50,0.0142857,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.113411345,0.116476066,0.459585845,0.051843464,65708.53125,105015.9375,56229.53516,1
02060,Alaska,Bristol Bay,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.534020603,0.200308159,0.289743602,0.065637067,87874.53906,94349.33594,78290.13281,1
02068,Alaska,Denali,n<50,n<50,n<50,n<50,n<50,N/A,N/A,N/A,N/A,N/A,n<50,n<50,n<50,n<50,n<50,0.847087383,0.333333343,0.313725501,0.442857146,89037.88281,89815.34375,83798.86719,1
02070,Alaska,Dillingham,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.176943168,0.16224815,0.430416077,0.074577861,69872.42188,90613.39844,61036.67969,1
02090,Alaska,Fairbanks North Star,0.1413474,16049.5,0.0198151,n<50,169.5,n<50,n<50,n<50,n<50,n<50,0.1536723,16003.5,0.0225989,n<50,162,0.718609869,0.344819486,0.375461996,0.243044958,88857,91375.5,80201.95313,0
02100,Alaska,Haines,n<50,n<50,n<50,n<50,n<50,N/A,N/A,N/A,N/A,N/A,n<50,n<50,n<50,n<50,n<50,0.795703113,0.356256455,0.381160319,0.235649541,76125.50781,72842.14844,88538.21094,1
02105,NA,NA,0.1538462,n<50,0.0192308,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.492951125,0.266253859,0.373200446,0.130617976,67142.375,74420.48438,56132.95703,1
02110,Alaska,Juneau,0.1392405,11512,0.0198915,n<50,120,N/A,N/A,N/A,N/A,N/A,0.1380091,13732,0.020362,n<50,n<50,0.660170317,0.385244071,0.442416966,0.244440988,102355.4609,105743.7422,91570.54688,1
02122,Alaska,Kenai Peninsula,0.1270588,14601.5,0.0388235,n<50,146,N/A,N/A,N/A,N/A,N/A,0.1287971,14601.5,0.0400972,n<50,145,0.816798031,0.227809519,0.243575454,0.138261467,78118.13281,79191.53125,71355.32031,1
02130,Alaska,Ketchikan Gateway,0.1264822,n<50,0.0118577,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.1293103,n<50,0.0086207,n<50,n<50,0.64990145,0.237875536,0.284208924,0.128427133,80178.125,88800.54688,56997.82813,1
02150,Alaska,Kodiak Island,0.1135371,n<50,0.0087336,n<50,n<50,n<50,n<50,n<50,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.514277518,0.246836931,0.336085886,0.129739985,82983.19531,92042.19531,67823.13281,1
02158,NA,NA,0.1136364,n<50,0,n<50,n<50,0.1136364,n<50,0,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.044604499,0.050027043,0.381526113,0.02609452,48391.91797,75986.50781,46158.83203,1
02164,Alaska,Lake and Peninsula,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.210312083,0.12937063,0.331877738,0.055643879,63273.72656,90680.59375,52986.55469,1
02170,Alaska,Matanuska Susitna,0.1487544,13095,0.0206406,n<50,163.5,N/A,N/A,N/A,N/A,N/A,0.1539216,13935,0.0205882,n<50,171.5,0.792640567,0.201948076,0.218810558,0.109360613,85295.67969,86710.40625,75359.625,0
02180,Alaska,Nome,0.1121495,n<50,0.0186916,n<50,n<50,0.1121495,n<50,0.0186916,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.165415064,0.140790209,0.434008092,0.053657364,64815.79297,96427.55469,54795.67578,1
02185,Alaska,North Slope,0.092437,n<50,0.0168067,n<50,n<50,0.0932203,n<50,0.0169492,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.321919948,0.139423847,0.220802918,0.076488853,88397.60156,107615.2891,86726.03906,1
02188,Alaska,Northwest Arctic,0.0933333,n<50,0.0266667,n<50,n<50,0.0933333,n<50,0.0266667,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.118468702,0.106086954,0.428156763,0.039568346,78387.28125,111160.5313,70344.10938,1
02195,NA,NA,0.0714286,n<50,0.0204082,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.0645161,n<50,0.0107527,n<50,n<50,0.685811877,0.253222823,0.289634138,0.140977442,83343.92188,82802.21094,84884.73438,1
02198,NA,NA,0.12,n<50,0.0133333,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.459535748,0.155116275,0.234157309,0.070361443,63683.50781,67902.90625,57934.58203,1
02201,Alaska,Prince Wales Ketchikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02220,Alaska,Sitka,0.1241379,n<50,0.0137931,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.1241379,n<50,0.0137931,n<50,n<50,0.626859009,0.3116799,0.397355765,0.134624943,82614.39844,91103.52344,60012.55469,1
02230,NA,NA,0.1538462,n<50,0.0192308,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.752752781,0.358585864,0.395585746,0.251231521,81486.45313,84952.58594,60689.65625,1
02232,Alaska,Skagway Hoonah Angoon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02240,Alaska,Southeast Fairbanks,0.0784314,n<50,0,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.0625,n<50,0,n<50,n<50,0.766680896,0.179101124,0.204994515,0.062034741,72110.25,77851.1875,46527.57813,1
02261,Alaska,Valdez Cordova,0.0844156,n<50,0,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.0909091,n<50,0,n<50,n<50,0.701050222,0.286843777,0.335077494,0.109963097,88838.96875,95456.29688,68466.9375,1
02270,Alaska,Wade Hampton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02275,NA,NA,0.0714286,n<50,0.0204082,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.0645161,n<50,0.0107527,n<50,n<50,0.684960186,0.198569864,0.23170732,0.112648219,62770.98438,67809.5625,50174.53516,1
02280,Alaska,Wrangell Petersburg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02282,Alaska,Yakutat,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,n<50,N/A,N/A,N/A,N/A,N/A,0.393468112,0.152968034,0.22115384,0.091304347,73067.20313,74740.49219,71497.67188,1
02290,Alaska,Yukon Koyukuk,0.0352941,n<50,0.0117647,n<50,n<50,0.0454545,n<50,0.0151515,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.217576191,0.111769684,0.296610177,0.04463255,52495.8125,73766.72656,44870.9375,1
04001,Arizona,Apache,0.1563147,11295,0.0403727,n<50,111,0.1788618,11323.5,0.0514905,n<50,108,0.0923077,n<50,0,n<50,n<50,0.19280684,0.131406799,0.279848456,0.088518091,40501.35938,64606.01172,33251.32813,0
04003,Arizona,Cochise,0.1118515,13667,0.0185626,n<50,156,0.0964187,n<50,0.0110193,n<50,n<50,0.110742,14010.5,0.0243632,n<50,174.5,0.553157151,0.197731063,0.248392791,0.118590571,58109.46875,62772.80469,49180.00781,0
04005,Arizona,Coconino,0.176053,20404,0.0255561,9964,166,0.1431493,11414.5,0.0327198,n<50,n<50,0.1759124,20929,0.020438,n<50,168,0.546618521,0.330597937,0.474522948,0.114017874,73661.69531,85061.70313,52249.60156,0
04007,Arizona,Gila,0.0650307,20395,0.007362,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.0536481,n<50,0.0042918,n<50,n<50,0.636734664,0.167122439,0.199970752,0.085703932,49867.57422,51263.27344,45938.93359,1
04009,Arizona,Graham,0.0945378,n<50,0.0147059,n<50,n<50,0.0520833,n<50,0.0104167,n<50,n<50,0.0970149,n<50,0,n<50,n<50,0.516935349,0.132054776,0.184920639,0.066660121,55868.90234,58742.29688,51071.27734,1
04011,Arizona,Greenlee,0.072,n<50,0.008,n<50,n<50,0.0744681,n<50,0.0106383,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.472348452,0.107825778,0.152977407,0.059427734,61584.93359,65517.31641,57382.13281,1
04012,Arizona,La Paz,0.0756579,n<50,0.0164474,n<50,n<50,n<50,n<50,n<50,n<50,n<50,0.0648148,n<50,0.0092593,n<50,n<50,0.59891814,0.09943255,0.121169917,0.050021105,43636.34766,44711.48828,41060.76953,1
04013,Arizona,Maricopa,0.1679949,16459,0.0274594,6670.5,163,0.1518349,12668.5,0.0392188,5650.5,134,0.1677289,18218,0.0214895,8462.5,179,0.563893914,0.30641982,0.366817474,0.199921608,77438.57031,85807.79688,60830.4375,0
04015,Arizona,Mohave,0.098747,13500,0.022673,6110.5,130,n<50,n<50,n<50,n<50,n<50,0.1004724,13652,0.0229921,6311,132.5,0.771951318,0.119461432,0.122041956,0.107842088,54324.99609,55120.90234,50339.36328,0
04017,Arizona,Navajo,0.1126761,16369.5,0.0294494,n<50,172,0.1381872,14411,0.0430906,n<50,n<50,0.0897436,16958,0.017094,n<50,n<50,0.418057382,0.156725898,0.245196402,0.074978225,49475.19531,60302.89063,37691.40625,0
04019,Arizona,Pima,0.1573373,14934,0.0262331,9364.5,152,0.158888,12464,0.0311145,9497.5,125.5,0.1547244,17489.5,0.0212047,9460,171,0.527733445,0.310986698,0.400112689,0.174367905,64613.23828,72795.21094,50928.91797,0
